City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
276,pisco,-13.7,-76.2167,73.02,73,37,9.22,PE,1701632932
277,pemangkat,1.1667,108.9667,76.48,90,100,2.51,ID,1701632934
278,sheboygan,43.7333,-87.9334,36.48,91,100,8.05,US,1701632697
279,praia da vitoria,38.7333,-27.0667,57.76,72,40,9.91,PT,1701632937
280,maydanshakhr,34.3956,68.8662,38.66,44,0,4.18,AF,1701632939
281,schramberg,48.224,8.3858,25.47,75,71,5.01,DE,1701632941
282,labuan,5.2767,115.2417,80.96,89,20,0.0,MY,1701632943
283,aldinga beach,-35.2793,138.4604,73.26,47,6,4.41,AU,1701632945
284,iskateley,67.6803,53.1512,3.02,95,100,10.0,RU,1701632947
285,okhotsk,59.3833,143.3,-30.15,86,31,12.8,RU,1701632949
286,san lawrenz,36.0553,14.204,60.85,71,6,23.0,MT,1701632951
287,santa cruz,-17.8,-63.1667,91.45,55,40,26.46,BO,1701632703
288,rahatgarh,23.7833,78.3667,66.0,75,0,4.94,IN,1701632954
289,ts'khinvali,42.2276,43.9686,52.18,52,100,4.07,GE,1701632956
290,launceston,-41.45,147.1667,58.15,76,40,6.91,AU,1701632958
291,pandan,14.0453,124.1694,79.36,87,82,13.69,PH,1701632960
292,sao tome,0.3365,6.7273,80.89,80,32,5.35,ST,1701632964
293,maghar,32.8898,35.407,70.47,46,100,8.16,IL,1701632966
294,abra pampa,-22.7205,-65.697,72.48,22,29,10.67,AR,1701632968
295,isla vista,34.4133,-119.861,73.44,66,0,4.61,US,1701632969
296,morehead city,34.7229,-76.726,75.22,91,0,18.41,US,1701632971
297,thu dau mot,10.9667,106.65,80.65,89,75,4.61,VN,1701632973
298,nuuk,64.1835,-51.7216,29.01,86,75,1.14,GL,1701632940
299,bengkulu,-3.8004,102.2655,75.56,93,100,4.41,ID,1701632977
300,gamba,-2.65,10.0,75.74,88,98,0.81,GA,1701632979
301,jiaojiang,28.6803,121.4428,48.99,90,100,4.05,CN,1701632981
302,tommot,58.9564,126.2925,-14.58,99,100,1.61,RU,1701632983
303,lib,8.3122,167.3766,81.7,78,99,18.32,MH,1701632984
304,anamosa,42.1083,-91.2852,39.29,85,96,8.23,US,1701632986
305,westport,41.1415,-73.3579,51.1,93,100,11.5,US,1701632988
306,dwarka,22.2394,68.9678,76.64,62,0,16.87,IN,1701632990
307,patterson,37.4716,-121.1297,64.06,70,99,2.95,US,1701632992
308,saldanha,-33.0117,17.9442,64.45,78,100,12.35,ZA,1701632993
309,shagonar,51.5333,92.8,7.63,96,99,2.98,RU,1701632995
310,dajal,29.5577,70.3762,64.17,39,0,3.47,PK,1701632997
311,samana,19.2056,-69.3369,87.76,84,75,4.61,DO,1701632999
312,hazorasp,41.3194,61.0742,40.84,61,55,8.41,UZ,1701633001
313,acajutla,13.5928,-89.8275,85.37,65,23,4.76,SV,1701633003
314,callao,-12.0667,-77.15,71.89,68,0,9.22,PE,1701633005
315,quatre cocos,-20.2078,57.7625,75.31,82,86,7.63,MU,1701633007
316,kharp,66.8014,65.8081,-17.64,92,21,3.78,RU,1701633008
317,cacu,-18.5567,-51.1308,82.47,65,72,7.99,BR,1701633013
318,fada,9.5667,8.3,73.09,30,41,1.68,NG,1701633015
319,lorengau,-2.0226,147.2712,80.28,82,100,2.3,PG,1701633017
320,sukhobezvodnoye,57.0491,44.8891,17.53,94,100,12.71,RU,1701633019
321,bardai,11.65,7.2333,74.97,18,15,7.85,NG,1701633021
322,saint-christol-les-ales,44.0833,4.0833,33.31,60,25,3.71,FR,1701633023
323,pikeville,37.4793,-82.5188,64.99,51,75,11.5,US,1701632891
324,mabai,23.0128,104.4508,54.64,100,100,2.57,CN,1701633026
325,humaita,-7.5061,-63.0208,90.99,47,92,3.18,BR,1701633028
326,borogontsy,62.6683,131.1683,-55.73,100,84,1.97,RU,1701633030
327,haiku-pauwela,20.9219,-156.3051,80.17,76,20,4.61,US,1701633032
328,polevskoy,56.4422,60.1878,0.34,100,79,3.47,RU,1701632762
329,cabinda,-5.55,12.2,82.54,78,20,4.61,AO,1701633035
330,oued fodda,36.185,1.533,53.26,50,0,3.44,DZ,1701633037
331,palikir - national government center,6.9248,158.1611,79.54,89,75,5.75,FM,1701633039
332,sao joao da barra,-21.6403,-41.0511,84.29,88,15,19.28,BR,1701633041
333,bayanhongor,46.7167,100.1167,4.87,80,10,3.53,MN,1701633043
334,chui,-33.6971,-53.4616,64.2,62,100,15.32,UY,1701633044
335,bereznik,62.8551,42.7072,-0.71,100,90,2.68,RU,1701633046
336,vila velha,-20.3297,-40.2925,84.15,79,20,19.57,BR,1701633048
337,dunedin,-45.8742,170.5036,53.8,60,63,5.99,NZ,1701633050
338,moree,-29.4667,149.85,71.6,40,18,5.57,AU,1701633052
339,stephenville,32.2207,-98.2023,72.25,21,0,17.27,US,1701633053
340,san andres,12.5847,-81.7006,87.82,70,20,8.05,CO,1701633055
341,porto seguro,-16.4497,-39.0647,82.92,69,0,18.41,BR,1701633057
342,levuka,50.1834,-105.4011,33.51,43,5,7.18,CA,1701633058
343,atasu,48.6814,71.6433,26.53,76,87,14.79,KZ,1701633060
344,huelma,37.6713,-3.39,47.05,57,100,3.87,ES,1701633062
345,aitape,-3.1374,142.3475,78.01,89,25,1.45,PG,1701633064
346,nagqu,31.5,92.0,8.24,44,15,3.98,CN,1701633066
347,manismata,-2.4667,111.0333,74.1,98,97,1.95,ID,1701633067
348,teknaf,20.8624,92.3058,75.4,68,99,3.91,BD,1701633069
349,safford,32.834,-109.7076,58.12,48,0,4.61,US,1701633071
350,conde,-7.2597,-34.9075,83.66,74,40,10.36,BR,1701633073
351,sohar,24.3643,56.7468,75.22,73,0,2.3,OM,1701633075
352,peterhead,57.5058,-1.7981,32.45,68,42,12.06,GB,1701633077
353,kurkino,53.4257,38.6582,29.03,89,100,18.88,RU,1701633079
354,douglas,41.3,-96.167,37.6,82,75,8.05,US,1701633082
355,richards bay,-28.783,32.0377,72.19,79,11,8.41,ZA,1701633084
356,sao vicente,-23.9631,-46.3919,91.58,47,40,3.44,BR,1701633005
357,ankang,32.68,109.0172,47.53,77,100,1.9,CN,1701633089
358,macenta,8.5435,-9.471,72.7,63,51,2.3,GN,1701633091
359,torbat-e heydariyeh,35.274,59.2195,47.34,37,0,0.4,IR,1701633093
360,inarajan village,13.2736,144.7484,81.57,84,81,19.06,GU,1701633095
361,vorgashor,67.5833,63.95,-19.1,99,81,3.8,RU,1701633098
362,jianguang,28.1938,115.7836,48.58,70,100,2.26,CN,1701633100
363,almagro,38.8894,-3.7113,44.78,91,20,3.44,ES,1701632995
364,ellsworth,44.5434,-68.4195,39.6,90,100,9.22,US,1701633104
365,tangalle,6.024,80.7911,76.96,92,100,9.91,LK,1701633106
366,seremban,2.7297,101.9381,78.31,95,100,0.56,MY,1701633107
367,biograd na moru,43.9433,15.4519,39.76,57,0,7.29,HR,1701633109
368,maykop,44.6078,40.1058,57.52,58,98,6.38,RU,1701633111
369,cestos city,5.46,-9.5828,80.78,80,84,5.86,LR,1701633112
370,monywa,22.1167,95.1333,69.31,83,82,5.64,MM,1701633114
371,xapuri,-10.6517,-68.5044,92.28,43,100,3.76,BR,1701633116
372,gokwe,-18.2048,28.9349,72.09,29,8,3.11,ZW,1701633118
373,fall river,41.7015,-71.1551,46.44,91,100,10.36,US,1701633121
374,rosetta,31.4044,30.4164,68.14,81,100,10.36,EG,1701633123
375,taro,-8.3862,115.28,71.6,96,86,1.21,ID,1701633125
376,makokou,0.5738,12.8642,70.52,98,84,2.1,GA,1701633127
377,vila franca do campo,37.7167,-25.4333,57.61,66,100,10.71,PT,1701633128
378,bonthe,7.5264,-12.505,80.64,82,88,6.24,SL,1701633130
379,khanty-mansiysk,61.0042,69.0019,-12.89,70,0,4.47,RU,1701633132
380,saint-pierre,-21.3393,55.4781,71.28,78,100,5.75,RE,1701633134
381,hobyo,5.3505,48.5268,79.79,78,75,22.24,SO,1701633136
382,el tigre,8.8875,-64.2454,90.3,37,91,10.8,VE,1701633138
383,kish,26.5578,54.0194,73.67,68,0,6.91,IR,1701633140
384,tralee,52.2704,-9.7026,37.65,87,75,8.05,IE,1701633083
385,klaksvik,62.2266,-6.589,32.92,68,19,7.45,FO,1701633143
386,chilecito,-29.1619,-67.4974,66.85,30,32,18.28,AR,1701633145
387,anloga,5.7947,0.8973,82.45,79,7,12.24,GH,1701633147
388,muriae,-21.1306,-42.3664,86.07,72,46,3.18,BR,1701633149
389,luderitz,-26.6481,15.1594,65.75,58,3,20.11,NA,1701633151
390,constitucion,-35.3333,-72.4167,64.63,51,0,18.75,CL,1701633152
391,hasaki,35.7333,140.8333,39.6,55,1,15.66,JP,1701633154
392,auki,-8.7676,160.7034,78.15,90,94,5.06,SB,1701633156
393,al jahra',29.3375,47.6581,65.62,36,6,8.7,KW,1701633158
394,tamanrasset,22.785,5.5228,60.71,11,0,2.3,DZ,1701633159
395,gebeit,21.0667,36.3167,70.93,75,11,8.48,SD,1701633161
396,katrineholm,58.9959,16.2072,17.04,95,100,3.87,SE,1701633163
397,pangkalanbuun,-2.6833,111.6167,74.25,98,100,1.01,ID,1701633167
398,revda,56.801,59.9303,0.99,100,94,2.15,RU,1701633168
399,safranbolu,41.2508,32.6942,50.92,73,98,1.97,TR,1701633170
400,vanimo,-2.6741,141.3028,78.31,88,28,3.4,PG,1701633172
401,suklayin,15.7574,121.5503,74.61,95,54,4.07,PH,1701633174
402,ouro sogui,15.6,-13.3167,87.82,42,0,0.0,SN,1701633175
403,northam,51.0333,-4.2167,51.66,96,100,13.35,GB,1701633177
404,terbanggi besar,-4.8667,105.2333,76.82,90,100,3.96,ID,1701632946
405,baotou,40.6522,109.8222,26.13,40,9,4.21,CN,1701633156
406,novaya igirma,57.1334,103.9112,20.98,92,100,8.37,RU,1701633184
407,acarau,-2.8856,-40.12,83.23,67,49,17.0,BR,1701633186
408,glenfield park,-35.1372,147.334,59.59,76,13,9.6,AU,1701633188
409,chengde,40.9725,117.9361,25.88,51,1,3.0,CN,1701633189
410,san antonio de pale,-1.4014,5.6325,80.74,80,73,6.93,GQ,1701633191
411,uribia,11.7139,-72.266,88.97,49,82,20.33,CO,1701633193
412,lardjem,35.748,1.5481,44.24,46,100,4.43,DZ,1701633195
413,nova vicosa,-17.8919,-39.3719,81.34,74,0,16.06,BR,1701633197
414,yaren,-0.5472,166.916,79.7,85,100,6.15,NR,1701633199
415,ad dilam,23.9915,47.1627,68.41,32,100,7.34,SA,1701633201
416,hami,42.8,93.45,27.93,45,8,0.65,CN,1701633203
417,dudinka,69.4058,86.1778,-25.38,92,24,9.84,RU,1701633205
418,jose pedro varela,-33.45,-54.5333,62.47,63,100,16.24,UY,1701633206
419,novoishimskiy,53.1981,66.7694,11.89,90,100,10.47,KZ,1701633208
420,sumenep,-7.0167,113.8667,80.28,83,97,7.58,ID,1701633210
421,khandyga,62.6667,135.6,-54.35,100,100,1.03,RU,1701633212
422,zabol,32.25,67.25,40.77,61,0,3.33,AF,1701633213
423,tromso,69.6496,18.957,19.42,93,0,3.44,NO,1701633039
424,trevelin,-43.0858,-71.4639,60.28,46,3,6.62,AR,1701633217
425,cimarron hills,38.8586,-104.6989,37.08,73,100,19.57,US,1701633219
426,lagos,6.5833,3.75,84.52,86,5,5.99,NG,1701633048
427,nueve de julio,-35.4444,-60.8831,69.96,31,5,8.01,AR,1701633224
428,makhambet,47.6667,51.5833,43.81,94,100,11.52,KZ,1701633225
429,port lincoln,-34.7333,135.8667,66.67,52,0,4.52,AU,1701633227
430,marsabit,2.3284,37.9899,70.2,58,16,7.76,KE,1701633229
431,nizhnyaya poyma,56.1622,97.1933,32.4,94,100,11.72,RU,1701633231
432,guiyang,26.5833,106.7167,45.09,100,100,4.47,CN,1701633000
433,trenton,40.217,-74.7429,53.69,96,100,6.91,US,1701632991
434,abong mbang,3.9833,13.1833,71.01,86,98,3.29,CM,1701633237
435,murray bridge,-35.1167,139.2667,71.13,47,7,8.7,AU,1701633239
436,whakatane,-37.9585,176.9854,67.51,92,99,1.99,NZ,1701633241
437,alaghsas,17.0187,8.0168,74.14,17,84,1.79,NE,1701633243
438,strezhevoy,60.7333,77.5889,-14.4,89,6,12.33,RU,1701633244
439,codrington,-38.2667,141.9667,57.87,74,99,7.34,AU,1701633246
440,ust'-ilimsk,58.0006,102.6619,19.44,92,100,8.99,RU,1701633248
441,ko pha ngan,9.7578,100.0291,77.16,81,77,16.55,TH,1701633250
442,leh,34.1667,77.5833,20.84,43,80,4.07,IN,1701633251
443,fasa,28.9383,53.6482,47.44,53,0,4.61,IR,1701633253
444,alasehir,38.3508,28.5172,58.17,82,100,4.32,TR,1701633255
445,longboat key,27.4125,-82.659,83.1,78,40,9.22,US,1701633177
446,villavicencio,4.142,-73.6266,84.31,64,45,2.98,CO,1701633259
447,ranikhet,29.65,79.4167,45.34,57,100,3.67,IN,1701633260
448,kapa'a,22.0752,-159.319,78.1,88,75,4.0,US,1701633264
449,kansanshi,-12.0951,26.4273,63.46,94,100,4.05,ZM,1701633266
450,malanje,-9.5402,16.341,62.91,95,89,4.61,AO,1701633269
451,saint-philippe,-21.3585,55.7679,71.19,72,57,6.64,RE,1701633271
452,salekhard,66.53,66.6019,-29.0,100,29,1.95,RU,1701633035
453,moss vale,-34.55,150.3833,55.15,92,60,0.96,AU,1701633275
454,steinbach,50.1667,8.5667,31.62,81,0,4.61,DE,1701633087
455,ta`u,-14.2336,-169.5144,80.6,79,99,15.7,AS,1701633280
456,zhalantun,48.0,122.7167,22.86,73,100,11.3,CN,1701633281
457,north mankato,44.1733,-94.0339,42.15,89,75,8.05,US,1701633009
458,lata,40.1629,-8.3327,54.91,79,100,9.33,PT,1701633287
459,kingaroy,-26.5333,151.8333,70.29,83,0,0.58,AU,1701633288
460,ak'ordat,15.5486,37.8867,82.58,42,4,4.14,ER,1701633290
461,nova sintra,14.8667,-24.7167,73.18,77,95,11.61,CV,1701633292
462,sitangkai,4.6628,119.3928,81.34,80,100,4.03,PH,1701633294
463,mexia,31.6799,-96.4822,69.49,35,0,12.66,US,1701633295
464,harstad,68.799,16.5293,25.16,81,38,4.12,NO,1701633297
465,chukhloma,58.7525,42.6825,16.09,94,100,7.0,RU,1701633299
466,cedeira,43.6797,-8.0209,52.05,59,100,23.51,ES,1701633301
467,sola,-13.8833,167.55,80.2,84,100,20.18,VU,1701633302
468,walvis bay,-22.9575,14.5053,65.35,72,34,6.91,NA,1701633304
469,campbell river,50.0163,-125.2446,45.93,100,75,6.91,CA,1701633308
470,jianshui,23.6363,102.8264,60.84,88,99,4.18,CN,1701633309
471,namtsy,62.7161,129.6658,-53.55,100,90,0.25,RU,1701633311
472,ofunato,39.0717,141.7167,38.77,88,28,7.9,JP,1701633313
473,saint-joseph,-21.3667,55.6167,70.18,72,31,5.66,RE,1701633315
474,medicine hat,50.0501,-110.6683,41.99,41,20,12.66,CA,1701633061
475,adrar,20.5022,-10.0711,73.29,29,4,8.63,MR,1701633318
476,puerto francisco de orellana,-0.4667,-76.9667,84.25,74,75,4.61,EC,1701633320
477,west bay,19.3667,-81.4167,87.87,76,20,13.8,KY,1701633322
478,trairi,-3.2778,-39.2689,83.17,66,58,12.39,BR,1701633324
479,singkil,-7.9855,111.4161,76.68,92,100,3.18,ID,1701633326
480,berezovyy,51.6667,135.7,8.94,92,100,2.48,RU,1701633327
481,muroto-misakicho,33.2833,134.15,51.87,58,0,5.95,JP,1701633329
482,fuling,29.7022,107.3919,54.28,86,75,1.3,CN,1701633331
483,sault ste. marie,46.5168,-84.3333,30.49,47,100,8.05,CA,1701633158
484,mil'kovo,55.6078,37.7956,23.41,96,100,6.6,RU,1701633334
485,changji,44.0167,87.3167,25.59,100,75,6.71,CN,1701633336
486,mar del plata,-38.0023,-57.5575,64.42,54,40,15.01,AR,1701633338
487,kendari,-3.945,122.4989,76.23,92,100,2.71,ID,1701633339
488,berezovo,63.9381,65.0419,-27.11,99,9,3.65,RU,1701633341
489,faya-largeau,17.9257,19.1043,75.72,12,1,11.3,TD,1701633345
490,sanghar,26.0466,68.9481,68.2,27,0,6.06,PK,1701633346
491,arrifes,37.7667,-25.7,55.65,62,20,5.75,PT,1701633348
492,bandar-e lengeh,26.5579,54.8807,76.42,57,1,5.01,IR,1701633350
493,sotouboua,8.5667,0.9833,81.88,19,4,0.6,TG,1701633352
494,kailua-kona,19.6406,-155.9956,83.59,79,0,8.05,US,1701633223
495,mildura,-34.2,142.15,68.79,36,4,8.97,AU,1701633355
496,mosjoen,65.836,13.1908,21.31,84,0,3.44,NO,1701633357
497,tabira,-7.5908,-37.5394,90.03,28,100,4.74,BR,1701633358
498,remire-montjoly,4.9167,-52.2667,87.84,66,40,8.05,GF,1701633360
499,mindelo,16.8901,-24.9804,78.35,69,75,19.57,CV,1701633362
500,pangody,65.85,74.4859,-20.47,98,7,10.54,RU,1701633364
501,schleusingen,50.5167,10.75,22.42,98,46,3.76,DE,1701633366
502,new norfolk,-42.7826,147.0587,56.7,90,100,2.59,AU,1701633323
503,portland,45.5234,-122.6762,60.73,95,100,12.66,US,1701633247
504,uruzgan,32.8333,66.0,44.02,44,0,2.01,AF,1701633371
505,taoudenni,22.6783,-3.9836,77.95,32,6,7.02,ML,1701633374
506,andrelandia,-21.7397,-44.3092,78.46,64,60,5.41,BR,1701633376
507,nicoya,10.1483,-85.452,87.48,62,31,5.73,CR,1701633378
508,barakani,-12.1356,44.4317,80.55,79,43,4.27,KM,1701633382
509,rabaul,-4.1967,152.1721,79.83,82,100,6.89,PG,1701633383
510,mahina,-17.5065,-149.489,85.77,66,75,8.05,PF,1701633385
511,hammerfest,70.6634,23.6821,32.45,100,100,10.36,NO,1701633387
512,fisterra,42.9049,-9.2629,56.75,84,88,22.82,ES,1701633389
513,stornoway,58.2093,-6.3865,37.36,84,40,2.3,GB,1701633391
514,undurkhaan,47.3194,110.6556,4.68,86,3,5.44,MN,1701633392
515,arauco,-37.2463,-73.3175,66.13,40,0,18.12,CL,1701633394
516,afif,23.9065,42.9172,67.12,37,94,10.4,SA,1701633396
517,colchani,-20.3,-66.9333,67.53,23,46,5.19,BO,1701633398
518,gaigeturi,33.4644,126.3183,41.05,75,20,6.91,KR,1701633399
519,jabor,5.921,169.6434,81.97,79,100,17.83,MH,1701633401
520,kutum,14.2,24.6667,67.98,17,46,7.27,SD,1701633403
521,the pas,53.8251,-101.2541,23.02,86,100,10.36,CA,1701633405
522,hadibu,12.65,54.0333,77.67,63,43,17.0,YE,1701633406
523,smithers,54.7804,-127.1743,34.12,93,75,9.22,CA,1701633408
524,la rinconada,37.4873,-5.9826,54.05,83,0,2.3,ES,1701633410
525,nurota,40.5614,65.6886,50.38,51,52,3.74,UZ,1701633412
526,swakopmund,-22.6833,14.5333,65.25,80,56,3.0,NA,1701633413
527,gadzhiyevo,69.2551,33.3362,24.51,94,100,2.86,RU,1701633299
528,leninsk-kuznetsky,54.6567,86.1737,30.42,82,99,20.29,RU,1701633417
529,priozersk,61.0393,30.1291,11.79,95,94,1.1,RU,1701633418
530,castillos,-34.1667,-53.8333,62.19,56,100,14.81,UY,1701633420
531,antipino,57.1068,65.7576,1.69,92,94,7.05,RU,1701633422
532,kohlu,29.8962,69.252,51.48,47,5,2.08,PK,1701633424
533,seaside,36.6111,-121.8516,62.91,75,0,1.99,US,1701633425
534,aykhal,66.0,111.5,-37.1,100,53,4.9,RU,1701633427
535,selibaby,15.159,-12.1829,88.72,15,100,10.36,MR,1701633429
536,pedro juan caballero,-22.5472,-55.7333,84.16,61,20,5.75,PY,1701633431
537,dryden,49.7833,-92.7503,32.29,80,100,5.75,CA,1701633433
538,nadvoitsy,63.8667,34.3167,-0.27,99,98,2.95,RU,1701633222
539,puerto lleras,3.0223,-73.4044,88.92,49,74,5.93,CO,1701633436
540,phan thiet,10.9333,108.1,74.52,88,79,2.98,VN,1701633439
541,berlin,52.5244,13.4105,29.07,85,75,7.0,DE,1701633264
542,haapsalu,58.9431,23.5414,22.01,88,100,2.75,EE,1701633443
543,moroni,-11.7022,43.2551,80.49,82,99,3.65,KM,1701633445
544,suda,59.1525,37.5582,19.51,95,100,6.67,RU,1701633446
545,kurgan,55.45,65.3333,8.94,86,96,11.01,RU,1701633448
546,podporozh'ye,60.9112,34.1706,7.34,99,99,3.02,RU,1701633333
547,rovnoye,50.7765,46.0509,41.61,91,100,11.9,RU,1701633452
548,port blair,11.6667,92.75,82.44,83,40,4.61,IN,1701633453
549,carutapera,-1.195,-46.02,83.39,70,71,7.25,BR,1701633455
550,ivdel',60.6911,60.4206,-9.58,100,89,2.33,RU,1701633457
551,les avirons,-21.2418,55.3394,69.85,78,100,5.75,RE,1701633459
552,esquel,-42.9,-71.3167,58.78,41,1,7.43,AR,1701633460
553,corfu,39.62,19.9197,58.78,72,20,5.75,GR,1701633462
